Date,Open,High,Low,Close,Adj Close,Volume
2010-04-27,54.680000,55.570000,54.259998,54.950001,49.458015,26400
2010-04-28,55.340000,56.529999,54.660000,54.759998,49.287003,5600
2010-04-29,55.389999,55.919998,54.790001,55.889999,50.304073,11300
2010-04-30,56.060001,56.110001,54.270000,55.080002,49.575031,25100
2010-05-03,55.080002,56.430000,55.029999,55.380001,49.845043,17600
2010-05-04,55.139999,55.540001,54.000000,55.250000,49.728043,30900
2010-05-05,54.450001,55.639999,54.450001,55.220001,49.926960,48700
2010-05-06,55.270000,56.200001,53.779999,55.500000,50.180111,38600
2010-05-07,55.029999,56.000000,54.240002,54.529999,49.303074,27700
2010-05-10,56.549999,56.549999,55.439999,56.529999,51.111378,14000
2010-05-11,56.000000,56.119999,55.209999,55.939999,50.577938,23400
2010-05-12,56.200001,56.470001,55.970001,56.320000,50.921516,14100
2010-05-13,56.299999,56.299999,54.849998,55.410000,50.098751,20900
2010-05-14,55.009998,55.119999,52.770000,52.919998,47.847420,36900
2010-05-17,53.340000,53.340000,51.400002,51.790001,46.825745,70700
2010-05-18,52.060001,52.400002,51.599998,52.009998,47.024635,21600
2010-05-19,52.009998,52.189999,51.060001,51.650002,46.699154,13200
2010-05-20,50.959999,51.439999,50.090000,50.509998,45.668427,57400
2010-05-21,50.169998,52.810001,50.070000,51.599998,46.653931,37400
2010-05-24,51.820000,52.630001,50.380001,50.630001,45.776913,21900
2010-05-25,50.049999,50.970001,49.279999,49.790001,45.017441,28100
2010-05-26,50.230000,51.160000,49.820000,49.830002,45.053612,34300
2010-05-27,50.799999,51.599998,50.070000,51.490002,46.554497,18800
2010-05-28,51.500000,51.500000,49.740002,49.759998,44.990314,25700
2010-06-01,49.230000,49.240002,47.900002,48.130001,43.516560,61500
2010-06-02,48.660000,49.689999,48.000000,49.410000,44.673862,80300
2010-06-03,49.810001,50.799999,49.000000,50.029999,45.234440,24200
2010-06-04,49.500000,49.810001,48.520000,48.650002,43.986717,24500
2010-06-07,49.130001,49.130001,47.689999,47.689999,43.118729,26700
2010-06-08,47.709999,48.310001,46.939999,47.400002,42.856522,31600
2010-06-09,47.889999,48.169998,47.180000,47.529999,42.974056,15600
2010-06-10,48.480000,48.650002,47.750000,48.470001,43.823967,22800
2010-06-11,48.250000,50.320000,47.820000,50.320000,45.496639,44600
2010-06-14,50.549999,51.580002,50.330002,50.580002,45.731712,15300
2010-06-15,51.110001,51.570000,50.799999,51.090000,46.192829,19300
2010-06-16,50.970001,51.580002,50.209999,50.419998,45.587044,14800
2010-06-17,51.160000,51.160000,50.029999,50.880001,46.002949,36300
2010-06-18,51.209999,51.209999,50.020000,50.369999,45.541840,27600
2010-06-21,50.650002,51.400002,49.279999,49.740002,44.972244,36000
2010-06-22,49.930000,50.709999,49.410000,49.549999,44.800442,22100
2010-06-23,49.900002,49.900002,49.060001,49.400002,44.664818,15800
